order_id,order_date,customer_id,customer_name,product_category,product_name,quantity,unit_price,total_amount,payment_method,shipping_country,order_status
ORD_0066,2025-04-04,CUST_8771,Customer CUST_8771,Sports,Product_51,2,226.26,452.52,PayPal,France,Cancelled
ORD_0067,2025-07-03,CUST_4191,Customer CUST_4191,Electronics,Product_28,5,206.11,1030.5500000000002,PayPal,UK,Shipped
ORD_0068,2024-09-04,CUST_4620,Customer CUST_4620,Books,Product_1,4,45.47,181.88,Credit Card,France,Shipped
ORD_0069,2025-06-27,CUST_3824,Customer CUST_3824,Home & Garden,Product_19,1,288.59,288.59,Bank Transfer,Germany,Completed
ORD_0070,2025-03-12,CUST_2791,Customer CUST_2791,Home & Garden,Product_33,2,407.0,814.0,PayPal,USA,Shipped
ORD_0071,2025-06-19,CUST_2289,Customer CUST_2289,Sports,Product_33,3,85.95,257.85,PayPal,UK,Completed
ORD_0072,2025-08-07,CUST_3244,Customer CUST_3244,Clothing,Product_61,2,367.9,735.8,Credit Card,UK,Processing
ORD_0073,2024-12-20,CUST_8908,Customer CUST_8908,Sports,Product_18,3,398.22,1194.66,Bank Transfer,Canada,Shipped
ORD_0074,2025-07-21,CUST_2059,Customer CUST_2059,Clothing,Product_4,2,170.76,341.52,Bank Transfer,Canada,Processing
ORD_0075,2024-08-24,CUST_5522,Customer CUST_5522,Books,Product_2,2,76.94,153.88,Credit Card,Germany,Completed
ORD_0076,2025-05-17,CUST_1511,Customer CUST_1511,Home & Garden,Product_9,3,282.25,846.75,PayPal,USA,Shipped
ORD_0077,2025-02-01,CUST_2888,Customer CUST_2888,Home & Garden,Product_95,2,222.32,444.64,Bank Transfer,UK,Shipped
ORD_0078,2025-01-17,CUST_6827,Customer CUST_6827,Clothing,Product_69,1,450.17,450.17,Credit Card,USA,Processing
ORD_0079,2024-10-09,CUST_2963,Customer CUST_2963,Clothing,Product_63,3,198.78,596.34,PayPal,France,Completed
ORD_0080,2025-01-28,CUST_3782,Customer CUST_3782,Electronics,Product_33,5,230.28,1151.4,Credit Card,USA,Cancelled
ORD_0081,2025-06-08,CUST_4966,Customer CUST_4966,Home & Garden,Product_7,3,457.79,1373.3700000000001,Credit Card,France,Processing
ORD_0082,2024-09-25,CUST_3116,Customer CUST_3116,Clothing,Product_76,3,237.27,711.8100000000001,Credit Card,UK,Shipped
ORD_0083,2024-10-15,CUST_8446,Customer CUST_8446,Clothing,Product_56,2,207.47,414.94,Bank Transfer,Germany,Processing
ORD_0084,2025-04-05,CUST_7032,Customer CUST_7032,Clothing,Product_55,2,321.84,643.68,Credit Card,France,Cancelled
ORD_0085,2025-05-27,CUST_4080,Customer CUST_4080,Books,Product_57,1,483.73,483.73,Bank Transfer,USA,Processing
ORD_0086,2025-01-14,CUST_3315,Customer CUST_3315,Books,Product_68,5,35.05,175.25,Bank Transfer,Germany,Completed
ORD_0087,2025-07-31,CUST_2670,Customer CUST_2670,Clothing,Product_54,1,379.11,379.11,Bank Transfer,Germany,Processing
ORD_0088,2024-11-21,CUST_5857,Customer CUST_5857,Electronics,Product_93,3,399.45,1198.35,PayPal,France,Cancelled
ORD_0089,2025-06-14,CUST_6223,Customer CUST_6223,Electronics,Product_25,2,410.39,820.78,Bank Transfer,UK,Cancelled
ORD_0090,2025-05-24,CUST_5922,Customer CUST_5922,Electronics,Product_96,4,120.85,483.4,Bank Transfer,USA,Cancelled
ORD_0091,2024-11-10,CUST_7295,Customer CUST_7295,Home & Garden,Product_88,1,15.08,15.08,Credit Card,France,Processing
ORD_0092,2025-05-23,CUST_6522,Customer CUST_6522,Home & Garden,Product_53,1,249.05,249.05,PayPal,USA,Cancelled
ORD_0093,2025-02-09,CUST_8924,Customer CUST_8924,Home & Garden,Product_29,3,168.52,505.56000000000006,PayPal,USA,Processing
ORD_0094,2025-07-19,CUST_9209,Customer CUST_9209,Sports,Product_24,2,325.91,651.82,Bank Transfer,USA,Processing
ORD_0095,2025-05-08,CUST_5447,Customer CUST_5447,Clothing,Product_19,5,131.03,655.15,PayPal,USA,Shipped
ORD_0096,2025-04-27,CUST_6520,Customer CUST_6520,Sports,Product_52,2,373.12,746.24,Credit Card,USA,Cancelled
ORD_0097,2025-07-17,CUST_6643,Customer CUST_6643,Electronics,Product_62,3,488.46,1465.3799999999999,PayPal,Germany,Processing
ORD_0098,2025-03-04,CUST_1250,Customer CUST_1250,Electronics,Product_45,3,46.13,138.39000000000001,Credit Card,Germany,Processing
ORD_0099,2025-07-01,CUST_3920,Customer CUST_3920,Sports,Product_24,2,122.61,245.22,Credit Card,Germany,Cancelled
ORD_0100,2024-08-22,CUST_4606,Customer CUST_4606,Sports,Product_19,2,303.03,606.06,Bank Transfer,Germany,Shipped
ORD_0101,2025-08-04,CUST_3699,Customer CUST_3699,Home & Garden,Product_97,1,368.24,368.24,PayPal,France,Processing
ORD_0102,2024-10-02,CUST_8695,Customer CUST_8695,Books,Product_30,4,268.65,1074.6,Bank Transfer,Germany,Cancelled
ORD_0103,2024-11-09,CUST_4369,Customer CUST_4369,Books,Product_60,5,277.93,1389.65,PayPal,Germany,Completed
ORD_0104,2025-04-09,CUST_9679,Customer CUST_9679,Home & Garden,Product_50,3,190.18,570.54,PayPal,USA,Completed
ORD_0105,2024-11-12,CUST_7717,Customer CUST_7717,Clothing,Product_46,4,92.31,369.24,Bank Transfer,Germany,Processing
ORD_0106,2024-10-30,CUST_5475,Customer CUST_5475,Books,Product_18,4,68.01,272.04,PayPal,France,Processing
ORD_0107,2025-02-13,CUST_7835,Customer CUST_7835,Clothing,Product_29,2,50.76,101.52,PayPal,Canada,Completed
ORD_0108,2024-10-03,CUST_2596,Customer CUST_2596,Clothing,Product_66,2,457.71,915.42,Credit Card,France,Shipped
ORD_0109,2025-03-22,CUST_1486,Customer CUST_1486,Electronics,Product_60,1,164.2,164.2,PayPal,Canada,Processing
ORD_0110,2025-03-27,CUST_4147,Customer CUST_4147,Clothing,Product_53,2,313.97,627.94,Bank Transfer,France,Cancelled
ORD_0111,2025-07-03,CUST_5452,Customer CUST_5452,Books,Product_38,2,283.01,566.02,Credit Card,UK,Shipped
ORD_0112,2025-08-03,CUST_5965,Customer CUST_5965,Electronics,Product_2,5,126.67,633.35,Bank Transfer,UK,Completed
ORD_0113,2024-09-26,CUST_3420,Customer CUST_3420,Home & Garden,Product_18,1,382.77,382.77,PayPal,Canada,Completed
ORD_0114,2024-10-24,CUST_2744,Customer CUST_2744,Home & Garden,Product_100,2,300.87,601.74,Credit Card,France,Completed
ORD_0115,2024-10-21,CUST_4843,Customer CUST_4843,Books,Product_96,5,277.7,1388.5,Bank Transfer,Germany,Shipped
ORD_0116,2024-09-15,CUST_6973,Customer CUST_6973,Home & Garden,Product_5,5,241.14,1205.6999999999998,Bank Transfer,Germany,Cancelled
ORD_0117,2024-12-18,CUST_5064,Customer CUST_5064,Clothing,Product_42,4,482.99,1931.96,Bank Transfer,Canada,Shipped
ORD_0118,2024-08-11,CUST_8218,Customer CUST_8218,Home & Garden,Product_100,3,428.81,1286.43,Bank Transfer,UK,Shipped
ORD_0119,2024-10-19,CUST_7684,Customer CUST_7684,Clothing,Product_28,5,38.39,191.95,PayPal,Canada,Completed
ORD_0120,2024-11-30,CUST_5133,Customer CUST_5133,Electronics,Product_2,1,454.42,454.42,Credit Card,USA,Completed
ORD_0121,2024-09-30,CUST_6419,Customer CUST_6419,Electronics,Product_34,4,172.06,688.24,Credit Card,Canada,Cancelled
ORD_0122,2025-04-16,CUST_1827,Customer CUST_1827,Books,Product_26,5,393.0,1965.0,PayPal,Germany,Cancelled
ORD_0123,2025-07-15,CUST_4160,Customer CUST_4160,Home & Garden,Product_88,4,450.45,1801.8,Bank Transfer,USA,Shipped
ORD_0124,2025-02-11,CUST_7481,Customer CUST_7481,Home & Garden,Product_32,2,335.11,670.22,Credit Card,Germany,Cancelled
ORD_0125,2024-12-21,CUST_6813,Customer CUST_6813,Books,Product_62,2,110.16,220.32,PayPal,USA,Cancelled
ORD_0126,2025-07-08,CUST_7669,Customer CUST_7669,Home & Garden,Product_35,2,119.9,239.8,Credit Card,Canada,Cancelled
ORD_0127,2024-09-01,CUST_9219,Customer CUST_9219,Sports,Product_11,1,470.7,470.7,Bank Transfer,France,Shipped
ORD_0128,2024-09-26,CUST_7883,Customer CUST_7883,Books,Product_82,2,237.32,474.64,Bank Transfer,Germany,Cancelled
ORD_0129,2025-03-10,CUST_2891,Customer CUST_2891,Books,Product_45,1,144.75,144.75,PayPal,France,Completed
ORD_0130,2025-04-26,CUST_9412,Customer CUST_9412,Electronics,Product_96,1,422.05,422.05,PayPal,Germany,Completed
ORD_0131,2025-07-06,CUST_4566,Customer CUST_4566,Books,Product_55,4,78.08,312.32,Credit Card,UK,Shipped
ORD_0132,2025-01-12,CUST_4919,Customer CUST_4919,Sports,Product_3,1,125.61,125.61,PayPal,Canada,Processing
ORD_0133,2024-12-15,CUST_8319,Customer CUST_8319,Clothing,Product_16,4,297.67,1190.68,Credit Card,USA,Shipped
ORD_0134,2024-11-17,CUST_9958,Customer CUST_9958,Home & Garden,Product_47,4,330.42,1321.68,Credit Card,USA,Completed
ORD_0135,2024-11-22,CUST_7754,Customer CUST_7754,Electronics,Product_69,3,55.46,166.38,PayPal,USA,Completed
ORD_0136,2024-11-05,CUST_4978,Customer CUST_4978,Electronics,Product_52,1,157.6,157.6,PayPal,Canada,Shipped
ORD_0137,2025-05-02,CUST_8648,Customer CUST_8648,Home & Garden,Product_20,1,483.51,483.51,Credit Card,UK,Completed
ORD_0138,2025-01-07,CUST_2943,Customer CUST_2943,Electronics,Product_38,2,19.1,38.2,Bank Transfer,USA,Completed
ORD_0139,2025-03-25,CUST_3235,Customer CUST_3235,Sports,Product_31,3,179.55,538.6500000000001,Credit Card,UK,Cancelled
ORD_0140,2025-03-17,CUST_8002,Customer CUST_8002,Sports,Product_64,1,311.82,311.82,Credit Card,USA,Cancelled
ORD_0141,2025-07-30,CUST_9416,Customer CUST_9416,Electronics,Product_4,5,361.88,1809.4,Credit Card,Canada,Completed
ORD_0142,2025-04-05,CUST_2096,Customer CUST_2096,Clothing,Product_44,5,440.77,2203.85,PayPal,France,Completed
ORD_0143,2025-01-12,CUST_4450,Customer CUST_4450,Clothing,Product_74,5,441.8,2209.0,PayPal,USA,Completed
ORD_0144,2025-01-14,CUST_4788,Customer CUST_4788,Sports,Product_55,3,189.29,567.87,PayPal,Canada,Cancelled
ORD_0145,2024-11-17,CUST_1596,Customer CUST_1596,Sports,Product_50,1,282.55,282.55,Bank Transfer,Canada,Cancelled
ORD_0146,2025-05-16,CUST_3415,Customer CUST_3415,Electronics,Product_90,5,411.99,2059.95,PayPal,UK,Completed
ORD_0147,2025-04-26,CUST_2416,Customer CUST_2416,Clothing,Product_12,3,445.04,1335.1200000000001,PayPal,Germany,Cancelled
ORD_0148,2025-04-13,CUST_8461,Customer CUST_8461,Sports,Product_63,4,345.88,1383.52,Bank Transfer,USA,Cancelled
ORD_0149,2024-12-08,CUST_1476,Customer CUST_1476,Books,Product_64,5,285.93,1429.65,PayPal,France,Processing
ORD_0150,2025-02-11,CUST_9474,Customer CUST_9474,Books,Product_37,1,308.83,308.83,Credit Card,USA,Shipped
ORD_0151,2025-01-16,CUST_9503,Customer CUST_9503,Electronics,Product_33,3,304.34,913.02,Bank Transfer,UK,Cancelled
ORD_0152,2024-10-04,CUST_9425,Customer CUST_9425,Clothing,Product_66,4,58.35,233.4,PayPal,France,Processing
ORD_0153,2025-06-22,CUST_8246,Customer CUST_8246,Clothing,Product_11,2,323.98,647.96,PayPal,Canada,Cancelled
ORD_0154,2024-10-06,CUST_3632,Customer CUST_3632,Clothing,Product_17,4,432.99,1731.96,Bank Transfer,UK,Completed
ORD_0155,2025-05-01,CUST_5600,Customer CUST_5600,Electronics,Product_53,3,383.05,1149.15,Bank Transfer,USA,Processing
ORD_0156,2024-10-03,CUST_8432,Customer CUST_8432,Electronics,Product_36,5,218.9,1094.5,Credit Card,Germany,Processing
ORD_0157,2025-06-02,CUST_7224,Customer CUST_7224,Books,Product_24,5,12.05,60.25,Credit Card,USA,Completed
ORD_0158,2025-04-30,CUST_7238,Customer CUST_7238,Clothing,Product_29,5,344.73,1723.65,PayPal,UK,Completed
ORD_0159,2025-07-13,CUST_8466,Customer CUST_8466,Electronics,Product_22,2,48.71,97.42,Credit Card,Canada,Processing
ORD_0160,2024-11-06,CUST_3269,Customer CUST_3269,Home & Garden,Product_50,5,12.6,63.0,PayPal,Canada,Cancelled
ORD_0161,2025-07-24,CUST_8356,Customer CUST_8356,Home & Garden,Product_31,4,58.86,235.44,Bank Transfer,USA,Shipped
ORD_0162,2024-10-09,CUST_9605,Customer CUST_9605,Electronics,Product_10,3,418.44,1255.32,Bank Transfer,USA,Processing
ORD_0163,2024-12-31,CUST_6433,Customer CUST_6433,Clothing,Product_63,4,216.65,866.6,PayPal,Canada,Cancelled
ORD_0164,2024-10-24,CUST_7670,Customer CUST_7670,Clothing,Product_13,3,307.04,921.1200000000001,Bank Transfer,UK,Completed
ORD_0165,2025-06-14,CUST_9984,Customer CUST_9984,Electronics,Product_62,5,321.4,1607.0,Bank Transfer,Germany,Processing
ORD_0166,2024-09-19,CUST_8419,Customer CUST_8419,Books,Product_52,2,470.06,940.12,Bank Transfer,Canada,Processing
ORD_0167,2025-01-26,CUST_3944,Customer CUST_3944,Sports,Product_17,4,87.51,350.04,PayPal,UK,Completed
ORD_0168,2025-05-31,CUST_2717,Customer CUST_2717,Home & Garden,Product_58,5,305.63,1528.15,Credit Card,USA,Completed
ORD_0169,2025-05-18,CUST_7970,Customer CUST_7970,Sports,Product_64,4,230.83,923.32,Bank Transfer,USA,Shipped
ORD_0170,2025-01-23,CUST_6589,Customer CUST_6589,Home & Garden,Product_49,3,426.19,1278.57,Credit Card,France,Completed
ORD_0171,2025-01-24,CUST_8381,Customer CUST_8381,Sports,Product_18,2,61.64,123.28,PayPal,Canada,Completed
ORD_0172,2025-05-24,CUST_9274,Customer CUST_9274,Books,Product_15,2,212.91,425.82,Credit Card,Germany,Completed
ORD_0173,2025-01-10,CUST_2568,Customer CUST_2568,Electronics,Product_16,3,332.44,997.3199999999999,Credit Card,France,Cancelled
ORD_0174,2025-01-18,CUST_9525,Customer CUST_9525,Electronics,Product_31,3,410.93,1232.79,Bank Transfer,UK,Cancelled
ORD_0175,2025-03-13,CUST_3629,Customer CUST_3629,Books,Product_35,3,381.53,1144.59,Bank Transfer,France,Completed
ORD_0176,2024-12-14,CUST_3827,Customer CUST_3827,Sports,Product_68,1,212.43,212.43,Bank Transfer,Canada,Processing
ORD_0177,2024-12-01,CUST_7667,Customer CUST_7667,Sports,Product_50,4,415.11,1660.44,Credit Card,USA,Shipped
ORD_0178,2025-06-30,CUST_7576,Customer CUST_7576,Electronics,Product_35,3,481.54,1444.6200000000001,Bank Transfer,USA,Shipped
ORD_0179,2025-08-09,CUST_8719,Customer CUST_8719,Home & Garden,Product_34,1,400.32,400.32,Credit Card,Germany,Cancelled
ORD_0180,2024-09-26,CUST_2677,Customer CUST_2677,Clothing,Product_53,5,345.88,1729.4,PayPal,France,Shipped
ORD_0181,2024-08-13,CUST_2246,Customer CUST_2246,Books,Product_94,4,489.01,1956.04,Credit Card,Germany,Cancelled
ORD_0182,2024-11-15,CUST_2559,Customer CUST_2559,Home & Garden,Product_99,2,352.08,704.16,Credit Card,USA,Shipped
ORD_0183,2024-11-18,CUST_4050,Customer CUST_4050,Books,Product_25,4,466.71,1866.84,PayPal,Germany,Completed
ORD_0184,2025-04-25,CUST_2015,Customer CUST_2015,Clothing,Product_87,4,184.51,738.04,PayPal,UK,Cancelled
ORD_0185,2025-01-13,CUST_2719,Customer CUST_2719,Books,Product_63,2,269.51,539.02,Bank Transfer,UK,Shipped
ORD_0186,2024-09-19,CUST_6943,Customer CUST_6943,Sports,Product_13,2,414.68,829.36,PayPal,Canada,Shipped
ORD_0187,2024-09-13,CUST_4547,Customer CUST_4547,Books,Product_53,4,143.98,575.92,Bank Transfer,UK,Completed
ORD_0188,2025-03-28,CUST_9953,Customer CUST_9953,Electronics,Product_11,3,184.32,552.96,PayPal,Canada,Processing
ORD_0189,2025-04-08,CUST_2485,Customer CUST_2485,Sports,Product_55,5,170.66,853.3,Bank Transfer,Canada,Completed
ORD_0190,2024-11-26,CUST_4274,Customer CUST_4274,Books,Product_26,2,283.96,567.92,Credit Card,Germany,Processing
ORD_0191,2024-11-15,CUST_5156,Customer CUST_5156,Home & Garden,Product_82,5,150.11,750.5500000000001,Credit Card,Canada,Shipped
ORD_0192,2025-06-01,CUST_5654,Customer CUST_5654,Books,Product_11,5,368.99,1844.95,PayPal,Canada,Completed
ORD_0193,2025-06-05,CUST_3999,Customer CUST_3999,Electronics,Product_3,5,299.63,1498.15,Credit Card,USA,Processing
ORD_0194,2025-01-13,CUST_7597,Customer CUST_7597,Clothing,Product_23,1,156.49,156.49,PayPal,France,Processing
ORD_0195,2025-07-07,CUST_4936,Customer CUST_4936,Books,Product_69,4,205.52,822.08,Credit Card,Germany,Cancelled
ORD_0196,2025-05-10,CUST_1593,Customer CUST_1593,Clothing,Product_59,2,209.43,418.86,Credit Card,France,Cancelled
ORD_0197,2024-10-29,CUST_9342,Customer CUST_9342,Books,Product_17,5,237.69,1188.45,Bank Transfer,France,Processing
ORD_0198,2025-07-06,CUST_9905,Customer CUST_9905,Sports,Product_90,5,60.1,300.5,Bank Transfer,UK,Cancelled
ORD_0199,2025-05-12,CUST_5943,Customer CUST_5943,Home & Garden,Product_89,3,140.82,422.46,PayPal,Germany,Completed
ORD_0200,2025-02-13,CUST_9470,Customer CUST_9470,Sports,Product_88,3,440.89,1322.67,Credit Card,France,Cancelled
ORD_0201,2024-08-23,CUST_6138,Customer CUST_6138,Electronics,Product_98,4,315.09,1260.36,Credit Card,UK,Cancelled
ORD_0202,2025-07-29,CUST_4210,Customer CUST_4210,Home & Garden,Product_33,2,137.28,274.56,Credit Card,France,Cancelled
ORD_0203,2024-10-22,CUST_8563,Customer CUST_8563,Home & Garden,Product_30,5,390.8,1954.0,PayPal,Canada,Completed
ORD_0204,2025-02-21,CUST_8782,Customer CUST_8782,Home & Garden,Product_1,2,182.68,365.36,Credit Card,Canada,Processing
ORD_0205,2025-05-14,CUST_4470,Customer CUST_4470,Clothing,Product_20,1,454.08,454.08,Credit Card,France,Completed
ORD_0206,2025-01-05,CUST_8715,Customer CUST_8715,Books,Product_37,3,26.51,79.53,Bank Transfer,USA,Cancelled
ORD_0207,2024-09-25,CUST_7918,Customer CUST_7918,Sports,Product_94,4,218.67,874.68,PayPal,USA,Cancelled
ORD_0208,2025-05-21,CUST_6972,Customer CUST_6972,Books,Product_79,2,258.19,516.38,Bank Transfer,USA,Processing
ORD_0209,2024-12-21,CUST_2325,Customer CUST_2325,Home & Garden,Product_71,1,75.85,75.85,PayPal,France,Processing
ORD_0210,2025-04-27,CUST_9357,Customer CUST_9357,Home & Garden,Product_72,4,174.5,698.0,Bank Transfer,UK,Processing
